person_id,population_group,sex,age,years_in_germany,education_level,german_language_cefr,deskilling_penalty,annual_gross_wage_eur,monthly_remittances_eur,pension_ep_accumulated,deposit_assets_eur,investment_assets_eur,housing_real_estate_eur,total_debt_eur,financial_wealth_eur,net_wealth_eur
ID_000521,German_Native,Male,18,18.0,Medium (Vocational),C1/C2,0.0,36394.55,0.0,0.0,199.09,625.4,0.0,1613.38,824.49,-788.89
ID_000522,German_Native,Female,37,37.0,Medium (Vocational),C1/C2,0.0,49835.76,0.0,15.6,7576.1,0.0,0.0,0.0,7576.1,7576.1
ID_000523,Migrant_2ndGen,Male,35,35.0,High (Tertiary),C1/C2,0.02,77454.43,31.19,20.95,392.93,5829.97,0.0,0.0,6222.9,6222.9
ID_000524,General_Refugee,Male,30,10.8,High (Tertiary),B2,0.08,31553.04,358.45,6.19,1129.61,2038.41,0.0,0.0,3168.02,3168.02
ID_000525,General_Refugee,Male,35,11.1,Medium (Vocational),B2,0.08,23343.07,122.64,5.2,11038.85,0.0,0.0,0.0,11038.85,11038.85
ID_000526,German_Native,Male,49,49.0,Medium (Vocational),C1/C2,0.0,62063.64,0.0,29.67,20957.39,13655.65,0.0,0.0,34613.04,34613.04
ID_000527,German_Native,Male,46,46.0,Low,C1/C2,0.0,44807.75,0.0,24.1,16029.71,0.0,0.0,0.0,16029.71,16029.71
ID_000528,German_Native,Male,52,52.0,Low,C1/C2,0.0,87294.27,0.0,47.88,2681.49,0.0,0.0,462.76,2681.49,2218.73
ID_000529,German_Native,Male,27,27.0,Medium (Vocational),C1/C2,0.0,72078.4,0.0,10.51,2249.98,0.0,0.0,0.0,2249.98,2249.98
ID_000530,General_Refugee,Male,34,8.9,Medium (Vocational),B1,0.08,57993.06,91.28,9.78,1256.24,0.0,0.0,0.0,1256.24,1256.24
ID_000531,General_Refugee,Male,39,9.3,Low,B1,0.08,54415.92,120.86,8.46,706.71,0.0,305261.85,201015.88,706.71,104952.68
ID_000532,Migrant_2ndGen,Female,27,27.0,Low,C1/C2,0.02,20640.38,35.17,2.59,2885.47,0.0,0.0,0.0,2885.47,2885.47
ID_000533,Migrant_2ndGen,Female,18,18.0,Medium (Vocational),C1/C2,0.02,37716.36,91.15,0.0,783.21,0.0,0.0,0.0,783.21,783.21
ID_000534,German_Native,Male,41,41.0,Medium (Vocational),C1/C2,0.0,57128.53,0.0,24.58,16750.93,3420.49,275213.94,180438.74,20171.42,114946.62
ID_000535,General_Migrant,Male,34,8.4,Medium (Vocational),C1/C2,0.04,43401.93,34.04,6.61,2113.55,0.0,0.0,0.0,2113.55,2113.55
ID_000536,Migrant_2ndGen,Male,27,27.0,High (Tertiary),C1/C2,0.02,90959.34,22.89,13.17,974.73,0.0,0.0,0.0,974.73,974.73
ID_000537,General_Refugee,Male,42,10.9,High (Tertiary),C1/C2,0.08,32974.29,161.2,6.88,2480.98,5648.72,0.0,0.0,8129.7,8129.7
ID_000538,German_Native,Male,54,54.0,High (Tertiary),C1/C2,0.0,71961.34,0.0,51.4,9672.44,21994.01,0.0,0.0,31666.45,31666.45
ID_000539,German_Native,Male,67,67.0,Low,C1/C2,0.0,0.0,0.0,43.18,39880.89,0.0,331446.59,0.0,39880.89,371327.48
ID_000540,German_Native,Male,33,33.0,Low,C1/C2,0.0,45417.68,0.0,12.29,2335.53,0.0,0.0,0.0,2335.53,2335.53
ID_000541,Migrant_2ndGen,Female,43,43.0,Low,C1/C2,0.02,34299.25,3.44,20.22,890.97,0.0,533908.65,316852.09,890.97,217947.53
ID_000542,German_Native,Female,37,37.0,High (Tertiary),C1/C2,0.0,73862.0,0.0,29.37,11734.3,0.0,580585.67,559441.45,11734.3,32878.52
ID_000543,German_Native,Female,33,33.0,Low,C1/C2,0.0,38462.28,0.0,11.39,11428.13,0.0,0.0,0.0,11428.13,11428.13
ID_000544,General_Migrant,Female,40,19.7,Medium (Vocational),C1/C2,0.04,62845.02,151.16,23.6,577.13,0.0,319039.67,264938.72,577.13,54678.08
ID_000545,German_Native,Female,18,18.0,High (Tertiary),C1/C2,0.0,49530.84,0.0,0.0,187.76,0.0,0.0,0.0,187.76,187.76
ID_000546,German_Native,Female,60,60.0,Medium (Vocational),C1/C2,0.0,60398.09,0.0,44.61,1187.55,0.0,326154.26,0.0,1187.55,327341.81
ID_000547,German_Native,Male,51,51.0,Medium (Vocational),C1/C2,0.0,68358.29,0.0,42.23,6291.05,0.0,311338.07,113533.71,6291.05,204095.41
ID_000548,General_Migrant,Male,32,34.9,High (Tertiary),A1/A2,0.12,95453.68,332.12,20.36,596.19,0.0,0.0,0.0,596.19,596.19
ID_000549,German_Native,Male,69,69.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,41.38,582.18,0.0,0.0,0.0,582.18,582.18
ID_000550,General_Migrant,Female,47,15.9,Low,A1/A2,0.04,67693.74,37.33,17.68,2644.07,0.0,450244.79,245883.16,2644.07,207005.7
ID_000551,German_Native,Female,33,33.0,Medium (Vocational),C1/C2,0.0,41863.03,0.0,12.06,1013.35,0.0,0.0,4275.44,1013.35,-3262.09
ID_000552,General_Refugee,Male,46,10.8,Medium (Vocational),B1,0.08,27645.79,346.42,5.02,3347.48,0.0,0.0,0.0,3347.48,3347.48
ID_000553,German_Native,Male,18,18.0,High (Tertiary),C1/C2,0.0,44766.16,0.0,0.0,439.29,0.0,0.0,0.0,439.29,439.29
ID_000554,German_Native,Female,74,74.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,49.74,34336.66,14828.29,0.0,0.0,49164.95,49164.95
ID_000555,Ukrainian_Refugee_2022plus,Male,32,1.6,High (Tertiary),A1/A2,0.28,49431.48,1.2,0.99,786.48,0.0,0.0,0.0,786.48,786.48
ID_000556,German_Native,Female,58,58.0,Medium (Vocational),C1/C2,0.0,55508.04,0.0,40.25,4334.01,0.0,332814.14,19457.97,4334.01,317690.18
ID_000557,German_Native,Female,65,65.0,Medium (Vocational),C1/C2,0.0,70991.99,0.0,61.17,2328.0,0.0,569992.34,0.0,2328.0,572320.34
ID_000558,German_Native,Male,47,47.0,Low,C1/C2,0.0,53087.81,0.0,28.79,7132.72,0.0,0.0,2905.54,7132.72,4227.18
ID_000559,General_Migrant,Male,45,29.3,Medium (Vocational),A1/A2,0.04,76021.87,174.58,35.46,17042.2,3011.86,0.0,0.0,20054.06,20054.06
ID_000560,German_Native,Male,25,25.0,High (Tertiary),C1/C2,0.0,48835.01,0.0,4.21,377.02,0.0,0.0,0.0,377.02,377.02
ID_000561,General_Migrant,Male,59,33.9,Medium (Vocational),B2,0.04,40286.45,18.48,26.54,3525.23,0.0,311663.89,12323.58,3525.23,302865.54
ID_000562,German_Native,Female,20,20.0,High (Tertiary),C1/C2,0.0,28568.59,0.0,0.0,2289.73,500.0,0.0,0.0,2789.73,2789.73
ID_000563,German_Native,Male,55,55.0,High (Tertiary),C1/C2,0.0,86231.99,0.0,59.0,39065.29,0.0,0.0,0.0,39065.29,39065.29
ID_000564,German_Native,Male,58,58.0,Medium (Vocational),C1/C2,0.0,60046.73,0.0,38.9,9956.88,0.0,255075.48,17992.82,9956.88,247039.54
ID_000565,German_Native,Female,58,58.0,Medium (Vocational),C1/C2,0.0,65481.33,0.0,54.7,5354.25,0.0,262477.27,21448.31,5354.25,246383.21
ID_000566,German_Native,Male,39,39.0,Medium (Vocational),C1/C2,0.0,80882.15,0.0,26.08,1948.67,0.0,0.0,0.0,1948.67,1948.67
ID_000567,German_Native,Female,85,85.0,High (Tertiary),C1/C2,0.0,0.0,0.0,54.12,45157.55,0.0,482211.98,0.0,45157.55,527369.53
ID_000568,German_Native,Female,64,64.0,Medium (Vocational),C1/C2,0.0,47872.59,0.0,43.52,3437.18,0.0,330918.86,0.0,3437.18,334356.04
ID_000569,Ukrainian_Migrant_Pre2022,Female,43,17.6,High (Tertiary),B1,0.08,62479.87,127.61,24.93,1006.91,0.0,0.0,0.0,1006.91,1006.91
ID_000570,German_Native,Male,64,64.0,Low,C1/C2,0.0,51866.98,0.0,50.16,116872.37,0.0,457373.75,0.0,116872.37,574246.12
ID_000571,German_Native,Male,25,25.0,Medium (Vocational),C1/C2,0.0,39261.77,0.0,4.08,766.33,0.0,0.0,0.0,766.33,766.33
ID_000572,General_Migrant,Female,42,30.2,Medium (Vocational),B2,0.04,64675.93,25.86,30.02,4385.15,0.0,525843.16,350028.06,4385.15,180200.25
ID_000573,German_Native,Male,50,50.0,High (Tertiary),C1/C2,0.0,104888.65,0.0,64.27,3501.58,0.0,387913.59,133860.98,3501.58,257554.19
ID_000574,German_Native,Male,22,22.0,High (Tertiary),C1/C2,0.0,27801.6,0.0,0.92,2120.99,0.0,0.0,0.0,2120.99,2120.99
ID_000575,General_Refugee,Female,42,9.5,Medium (Vocational),B2,0.08,50676.21,438.06,10.07,9504.02,0.0,0.0,0.0,9504.02,9504.02
ID_000576,Migrant_2ndGen,Female,39,39.0,Medium (Vocational),C1/C2,0.02,70089.46,11.8,24.14,5212.48,0.0,0.0,0.0,5212.48,5212.48
ID_000577,German_Native,Male,33,33.0,Low,C1/C2,0.0,47346.33,0.0,12.27,8007.05,0.0,0.0,0.0,8007.05,8007.05
ID_000578,Migrant_2ndGen,Female,36,36.0,High (Tertiary),C1/C2,0.02,87625.2,35.56,29.68,4493.99,5592.66,0.0,1674.51,10086.65,8412.14
ID_000579,German_Native,Female,24,24.0,Low,C1/C2,0.0,45519.48,0.0,3.32,1933.28,500.0,0.0,655.89,2433.28,1777.39
ID_000580,German_Native,Male,49,49.0,Low,C1/C2,0.0,70036.15,0.0,42.2,503.03,4967.53,246747.0,78681.19,5470.56,173536.37
ID_000581,German_Native,Female,37,37.0,High (Tertiary),C1/C2,0.0,57170.17,0.0,22.3,6118.36,0.0,0.0,5756.69,6118.36,361.67
ID_000582,Migrant_2ndGen,Female,35,35.0,High (Tertiary),C1/C2,0.02,51427.71,26.66,15.97,2815.55,0.0,0.0,0.0,2815.55,2815.55
ID_000583,German_Native,Male,30,30.0,Medium (Vocational),C1/C2,0.0,44401.21,0.0,9.75,9167.5,0.0,0.0,0.0,9167.5,9167.5
ID_000584,German_Native,Male,45,45.0,High (Tertiary),C1/C2,0.0,120061.04,0.0,53.05,9975.09,0.0,592951.63,276726.65,9975.09,326200.07
ID_000585,German_Native,Male,24,24.0,High (Tertiary),C1/C2,0.0,62232.7,0.0,4.97,4012.08,0.0,0.0,525.16,4012.08,3486.92
ID_000586,German_Native,Male,73,73.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,46.73,31273.54,76383.61,0.0,1276.72,107657.15,106380.43
ID_000587,German_Native,Male,58,58.0,High (Tertiary),C1/C2,0.0,50165.7,0.0,36.69,6274.98,7871.23,376042.2,29400.42,14146.21,360787.99
ID_000588,German_Native,Male,74,74.0,Low,C1/C2,0.0,0.0,0.0,45.8,7803.0,0.0,0.0,5193.28,7803.0,2609.72
ID_000589,German_Native,Female,44,44.0,Medium (Vocational),C1/C2,0.0,34336.2,0.0,19.46,2333.54,2005.15,439662.28,246794.3,4338.69,197206.67
ID_000590,German_Native,Male,57,57.0,Medium (Vocational),C1/C2,0.0,89003.72,0.0,55.73,3338.99,0.0,0.0,0.0,3338.99,3338.99
ID_000591,German_Native,Male,70,70.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,40.14,5197.94,66011.22,0.0,0.0,71209.16,71209.16
ID_000592,German_Native,Male,33,33.0,High (Tertiary),C1/C2,0.0,84775.51,0.0,23.53,2418.81,24047.34,0.0,0.0,26466.15,26466.15
ID_000593,German_Native,Male,35,35.0,High (Tertiary),C1/C2,0.0,58889.3,0.0,14.51,2345.43,3238.96,0.0,0.0,5584.39,5584.39
ID_000594,German_Native,Female,34,34.0,Low,C1/C2,0.0,37593.75,0.0,15.71,2801.5,0.0,0.0,0.0,2801.5,2801.5
ID_000595,Ukrainian_Refugee_2022plus,Female,47,1.4,Medium (Vocational),B1,0.1,51793.19,119.67,0.88,736.86,0.0,0.0,0.0,736.86,736.86
ID_000596,German_Native,Female,18,18.0,Medium (Vocational),C1/C2,0.0,59723.73,0.0,0.0,636.68,0.0,0.0,0.0,636.68,636.68
ID_000597,General_Migrant,Male,51,7.0,Low,B2,0.04,24421.91,101.81,2.88,2452.46,0.0,0.0,0.0,2452.46,2452.46
ID_000598,German_Native,Female,42,42.0,Medium (Vocational),C1/C2,0.0,40045.86,0.0,21.09,2343.7,0.0,0.0,0.0,2343.7,2343.7
ID_000599,German_Native,Male,44,44.0,Medium (Vocational),C1/C2,0.0,82716.5,0.0,35.04,17485.61,0.0,290092.03,138453.67,17485.61,169123.97
ID_000600,German_Native,Female,59,59.0,High (Tertiary),C1/C2,0.0,89586.39,0.0,67.16,2343.17,0.0,0.0,0.0,2343.17,2343.17
ID_000601,German_Native,Female,24,24.0,Medium (Vocational),C1/C2,0.0,55785.29,0.0,10.69,4962.41,0.0,0.0,0.0,4962.41,4962.41
ID_000602,German_Native,Female,39,39.0,High (Tertiary),C1/C2,0.0,75038.2,0.0,26.55,4117.28,0.0,0.0,371.43,4117.28,3745.85
ID_000603,German_Native,Male,62,62.0,Medium (Vocational),C1/C2,0.0,52612.55,0.0,46.31,2319.76,18598.02,0.0,0.0,20917.78,20917.78
ID_000604,German_Native,Female,32,32.0,Low,C1/C2,0.0,30002.62,0.0,13.64,698.49,0.0,0.0,822.8,698.49,-124.31
ID_000605,German_Native,Male,40,40.0,Low,C1/C2,0.0,36736.68,0.0,13.76,6677.1,0.0,291068.16,238382.59,6677.1,59362.67
ID_000606,German_Native,Male,34,34.0,Medium (Vocational),C1/C2,0.0,60715.15,0.0,16.46,7883.71,0.0,0.0,0.0,7883.71,7883.71
ID_000607,German_Native,Male,66,66.0,Medium (Vocational),C1/C2,0.0,49735.33,0.0,38.37,9344.58,0.0,518774.16,0.0,9344.58,528118.74
ID_000608,German_Native,Male,23,23.0,Medium (Vocational),C1/C2,0.0,39500.64,0.0,2.08,2024.74,0.0,0.0,0.0,2024.74,2024.74
ID_000609,German_Native,Male,29,29.0,Medium (Vocational),C1/C2,0.0,66699.0,0.0,9.87,1776.05,0.0,0.0,1042.79,1776.05,733.26
ID_000610,General_Migrant,Male,41,19.1,High (Tertiary),B2,0.04,63401.36,30.99,25.61,24223.51,0.0,0.0,3647.9,24223.51,20575.61
ID_000611,German_Native,Male,62,62.0,High (Tertiary),C1/C2,0.0,69451.58,0.0,55.78,3965.38,0.0,395916.36,0.0,3965.38,399881.74
ID_000612,General_Migrant,Female,48,3.4,Medium (Vocational),B2,0.04,37095.57,99.29,4.9,13254.03,0.0,0.0,0.0,13254.03,13254.03
ID_000613,German_Native,Male,34,34.0,High (Tertiary),C1/C2,0.0,40579.71,0.0,11.61,5379.63,27787.9,0.0,0.0,33167.53,33167.53
ID_000614,German_Native,Male,35,35.0,Low,C1/C2,0.0,59760.37,0.0,15.82,6244.76,0.0,0.0,624.23,6244.76,5620.53
ID_000615,Ukrainian_Refugee_2022plus,Female,44,1.5,High (Tertiary),A1/A2,0.28,32873.73,385.32,0.66,2065.31,0.0,0.0,0.0,2065.31,2065.31
ID_000616,Migrant_2ndGen,Female,30,30.0,High (Tertiary),C1/C2,0.02,35215.2,5.89,10.28,2085.22,0.0,0.0,0.0,2085.22,2085.22
ID_000617,German_Native,Male,18,18.0,Medium (Vocational),C1/C2,0.0,26218.61,0.0,0.0,464.03,0.0,0.0,0.0,464.03,464.03
ID_000618,German_Native,Male,74,74.0,High (Tertiary),C1/C2,0.0,0.0,0.0,49.42,15452.9,0.0,0.0,0.0,15452.9,15452.9
ID_000619,General_Migrant,Male,32,31.5,Medium (Vocational),B2,0.04,46078.73,60.53,11.27,3664.93,8863.45,0.0,0.0,12528.38,12528.38
ID_000620,General_Migrant,Female,31,5.9,Medium (Vocational),A1/A2,0.04,24913.19,47.71,2.62,1672.74,500.0,0.0,0.0,2172.74,2172.74
ID_000621,German_Native,Female,44,44.0,Medium (Vocational),C1/C2,0.0,63813.4,0.0,30.1,2767.62,0.0,0.0,198.07,2767.62,2569.55
ID_000622,German_Native,Female,47,47.0,Medium (Vocational),C1/C2,0.0,87420.77,0.0,51.43,4766.31,0.0,0.0,0.0,4766.31,4766.31
ID_000623,German_Native,Male,18,18.0,Medium (Vocational),C1/C2,0.0,22812.57,0.0,0.0,3962.08,500.0,0.0,0.0,4462.08,4462.08
ID_000624,German_Native,Female,63,63.0,Medium (Vocational),C1/C2,0.0,42191.92,0.0,36.66,10816.74,0.0,502056.78,0.0,10816.74,512873.52
ID_000625,German_Native,Male,59,59.0,Medium (Vocational),C1/C2,0.0,48713.18,0.0,38.19,1416.95,59173.82,0.0,0.0,60590.77,60590.77
ID_000626,German_Native,Female,46,46.0,Medium (Vocational),C1/C2,0.0,52109.0,0.0,26.71,3311.64,8913.73,432529.11,192784.2,12225.37,251970.28
ID_000627,German_Native,Female,45,45.0,High (Tertiary),C1/C2,0.0,112423.09,0.0,48.91,3366.98,0.0,0.0,13874.0,3366.98,-10507.02
ID_000628,General_Migrant,Female,61,22.3,Medium (Vocational),A1/A2,0.04,68073.83,299.16,30.84,7355.73,0.0,0.0,0.0,7355.73,7355.73
ID_000629,German_Native,Female,48,48.0,Low,C1/C2,0.0,73611.45,0.0,42.54,3279.46,0.0,0.0,0.0,3279.46,3279.46
ID_000630,German_Native,Female,61,61.0,Medium (Vocational),C1/C2,0.0,72510.98,0.0,54.65,769.01,2525.64,0.0,0.0,3294.65,3294.65
ID_000631,General_Migrant,Male,54,17.7,High (Tertiary),B1,0.12,35678.17,129.93,10.04,5949.26,0.0,0.0,0.0,5949.26,5949.26
ID_000632,Ukrainian_Refugee_2022plus,Female,43,2.2,High (Tertiary),B1,0.28,29332.58,299.64,0.97,1983.37,0.0,0.0,0.0,1983.37,1983.37
ID_000633,German_Native,Female,49,49.0,Low,C1/C2,0.0,55214.09,0.0,36.77,3062.09,2473.05,389303.64,170513.78,5535.14,224325.0
ID_000634,German_Native,Female,33,33.0,High (Tertiary),C1/C2,0.0,62066.97,0.0,17.17,3869.18,0.0,0.0,788.53,3869.18,3080.65
ID_000635,German_Native,Female,43,43.0,Medium (Vocational),C1/C2,0.0,55378.16,0.0,21.55,8400.33,10012.57,194582.08,107933.13,18412.9,105061.85
ID_000636,German_Native,Female,21,21.0,High (Tertiary),C1/C2,0.0,50150.14,0.0,0.0,772.27,0.0,0.0,0.0,772.27,772.27
ID_000637,German_Native,Female,47,47.0,High (Tertiary),C1/C2,0.0,41361.86,0.0,21.92,2029.87,10898.84,448984.84,175207.11,12928.71,286706.44
ID_000638,German_Native,Female,32,32.0,Medium (Vocational),C1/C2,0.0,60608.91,0.0,12.65,1719.26,10813.47,0.0,0.0,12532.73,12532.73
ID_000639,German_Native,Male,40,40.0,High (Tertiary),C1/C2,0.0,74294.73,0.0,25.56,2203.47,0.0,233268.93,138193.68,2203.47,97278.72
ID_000640,German_Native,Female,26,26.0,High (Tertiary),C1/C2,0.0,42329.8,0.0,5.21,127.29,0.0,0.0,0.0,127.29,127.29
ID_000641,German_Native,Male,48,48.0,Medium (Vocational),C1/C2,0.0,38586.64,0.0,23.17,20487.92,0.0,380472.21,161708.78,20487.92,239251.35
ID_000642,German_Native,Male,68,68.0,High (Tertiary),C1/C2,0.0,0.0,0.0,45.93,6101.12,0.0,0.0,484.36,6101.12,5616.76
ID_000643,German_Native,Female,72,72.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,50.79,78319.78,0.0,0.0,3.79,78319.78,78315.99
ID_000644,German_Native,Male,51,51.0,Medium (Vocational),C1/C2,0.0,84276.84,0.0,44.01,4174.27,0.0,0.0,0.0,4174.27,4174.27
ID_000645,German_Native,Male,60,60.0,High (Tertiary),C1/C2,0.0,45778.76,0.0,40.2,54366.95,0.0,0.0,0.0,54366.95,54366.95
ID_000646,Ukrainian_Refugee_2022plus,Female,44,3.9,Medium (Vocational),A1/A2,0.1,27766.64,59.96,1.53,2235.4,13169.66,0.0,0.0,15405.06,15405.06
ID_000647,German_Native,Male,52,52.0,Medium (Vocational),C1/C2,0.0,113942.41,0.0,63.28,11370.47,0.0,0.0,0.0,11370.47,11370.47
ID_000648,General_Migrant,Female,22,18.1,Medium (Vocational),B1,0.04,23730.35,97.46,4.0,100.0,0.0,0.0,0.0,100.0,100.0
ID_000649,General_Migrant,Female,43,12.5,High (Tertiary),B1,0.12,108775.7,7.04,25.59,3513.18,1673.47,596244.59,368640.86,5186.65,232790.38
ID_000650,German_Native,Female,18,18.0,High (Tertiary),C1/C2,0.0,24808.99,0.0,0.0,2203.76,0.0,0.0,0.0,2203.76,2203.76
ID_000651,German_Native,Male,51,51.0,Medium (Vocational),C1/C2,0.0,67527.93,0.0,44.92,14150.09,4899.28,0.0,0.0,19049.37,19049.37
ID_000652,German_Native,Male,28,28.0,High (Tertiary),C1/C2,0.0,37542.82,0.0,5.14,827.65,500.0,0.0,0.0,1327.65,1327.65
ID_000653,German_Native,Female,42,42.0,High (Tertiary),C1/C2,0.0,59656.38,0.0,25.62,2434.33,0.0,298429.3,184881.67,2434.33,115981.96
ID_000654,General_Migrant,Female,56,10.1,High (Tertiary),A1/A2,0.12,65318.59,68.88,12.55,5351.81,0.0,413728.53,54209.87,5351.81,364870.47
ID_000655,German_Native,Female,42,42.0,High (Tertiary),C1/C2,0.0,79582.78,0.0,36.39,13253.77,14402.88,0.0,0.0,27656.65,27656.65
ID_000656,German_Native,Female,36,36.0,Medium (Vocational),C1/C2,0.0,53948.42,0.0,17.96,4229.17,0.0,0.0,0.0,4229.17,4229.17
ID_000657,German_Native,Male,40,40.0,Medium (Vocational),C1/C2,0.0,57546.89,0.0,21.57,17917.02,0.0,0.0,1350.8,17917.02,16566.22
ID_000658,German_Native,Female,55,55.0,Medium (Vocational),C1/C2,0.0,38605.95,0.0,30.65,15458.51,0.0,309296.86,54279.37,15458.51,270476.0
ID_000659,German_Native,Male,85,85.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,62.99,22844.77,0.0,0.0,0.0,22844.77,22844.77
ID_000660,German_Native,Male,18,18.0,High (Tertiary),C1/C2,0.0,23891.62,0.0,0.0,1115.29,0.0,0.0,0.0,1115.29,1115.29
ID_000661,German_Native,Male,46,46.0,Medium (Vocational),C1/C2,0.0,38490.43,0.0,18.42,3977.74,0.0,510549.61,254102.45,3977.74,260424.9
ID_000662,Migrant_2ndGen,Male,28,28.0,High (Tertiary),C1/C2,0.02,34226.16,38.68,5.66,296.93,33140.15,472295.54,575489.39,33437.08,-69756.77
ID_000663,German_Native,Female,79,79.0,High (Tertiary),C1/C2,0.0,0.0,0.0,53.09,952.23,33303.32,0.0,2181.72,34255.55,32073.83
ID_000664,German_Native,Female,38,38.0,Medium (Vocational),C1/C2,0.0,30971.13,0.0,12.41,2277.75,0.0,0.0,0.0,2277.75,2277.75
ID_000665,German_Native,Female,45,45.0,High (Tertiary),C1/C2,0.0,57006.78,0.0,25.18,16740.56,0.0,397794.38,260817.17,16740.56,153717.77
ID_000666,German_Native,Male,37,37.0,Medium (Vocational),C1/C2,0.0,62961.18,0.0,21.51,2852.8,26229.89,0.0,0.0,29082.69,29082.69
ID_000667,German_Native,Male,54,54.0,Medium (Vocational),C1/C2,0.0,52954.48,0.0,36.51,8511.81,0.0,611852.32,128057.6,8511.81,492306.53
ID_000668,German_Native,Female,62,62.0,High (Tertiary),C1/C2,0.0,71031.1,0.0,65.25,4835.21,5539.89,0.0,0.0,10375.1,10375.1
ID_000669,German_Native,Female,18,18.0,High (Tertiary),C1/C2,0.0,25243.22,0.0,0.0,432.04,0.0,0.0,0.0,432.04,432.04
ID_000670,German_Native,Male,49,49.0,Low,C1/C2,0.0,69309.11,0.0,33.38,3704.39,0.0,254988.05,110483.73,3704.39,148208.71
ID_000671,German_Native,Male,20,20.0,Medium (Vocational),C1/C2,0.0,64053.71,0.0,0.0,317.28,0.0,0.0,0.0,317.28,317.28
ID_000672,Ukrainian_Refugee_2022plus,Female,39,0.6,High (Tertiary),B1,0.28,24513.22,84.45,0.0,665.39,0.0,0.0,0.0,665.39,665.39
ID_000673,German_Native,Male,18,18.0,Medium (Vocational),C1/C2,0.0,39981.7,0.0,0.0,2381.73,0.0,0.0,0.0,2381.73,2381.73
ID_000674,German_Native,Female,44,44.0,Medium (Vocational),C1/C2,0.0,24339.36,0.0,12.14,3797.68,6738.78,494339.06,303276.06,10536.46,201599.46
ID_000675,German_Native,Female,48,48.0,High (Tertiary),C1/C2,0.0,100530.74,0.0,60.39,6868.77,9743.01,371441.63,186263.68,16611.78,201789.73
ID_000676,Migrant_2ndGen,Male,27,27.0,High (Tertiary),C1/C2,0.02,32879.62,3.4,4.72,207.24,5415.72,0.0,0.0,5622.96,5622.96
ID_000677,German_Native,Female,61,61.0,High (Tertiary),C1/C2,0.0,40425.12,0.0,30.41,2481.09,0.0,176713.56,0.0,2481.09,179194.65
ID_000678,German_Native,Male,20,20.0,Low,C1/C2,0.0,45148.52,0.0,0.0,2068.53,0.0,0.0,198.91,2068.53,1869.62
ID_000679,Migrant_2ndGen,Female,23,23.0,Medium (Vocational),C1/C2,0.02,48908.77,18.98,5.85,986.16,0.0,0.0,0.0,986.16,986.16
ID_000680,General_Refugee,Male,37,10.2,Medium (Vocational),C1/C2,0.08,36862.35,37.98,6.31,13909.67,0.0,327251.55,322200.02,13909.67,18961.2
ID_000681,General_Refugee,Male,32,10.9,Low,B2,0.08,22991.96,7.76,4.0,2536.76,0.0,0.0,0.0,2536.76,2536.76
ID_000682,German_Native,Female,52,52.0,Medium (Vocational),C1/C2,0.0,33347.1,0.0,25.48,52518.52,52471.5,0.0,0.0,104990.02,104990.02
ID_000683,German_Native,Male,34,34.0,Low,C1/C2,0.0,36127.03,0.0,9.58,1531.89,0.0,0.0,0.0,1531.89,1531.89
ID_000684,General_Migrant,Female,51,33.8,Medium (Vocational),B2,0.04,63222.49,109.06,35.53,5552.73,0.0,0.0,1333.76,5552.73,4218.97
ID_000685,Migrant_2ndGen,Female,18,18.0,Medium (Vocational),C1/C2,0.02,36626.94,23.66,0.0,100.0,5326.64,0.0,0.0,5426.64,5426.64
ID_000686,German_Native,Male,33,33.0,Medium (Vocational),C1/C2,0.0,39229.24,0.0,9.76,2631.52,0.0,0.0,0.0,2631.52,2631.52
ID_000687,German_Native,Male,21,21.0,High (Tertiary),C1/C2,0.0,53384.91,0.0,0.0,1753.75,0.0,0.0,0.0,1753.75,1753.75
ID_000688,German_Native,Male,53,53.0,Medium (Vocational),C1/C2,0.0,131733.21,0.0,57.79,28021.59,0.0,368781.56,89355.95,28021.59,307447.2
ID_000689,General_Migrant,Female,43,33.8,High (Tertiary),A1/A2,0.12,40286.24,85.23,15.41,7714.21,0.0,0.0,0.0,7714.21,7714.21
ID_000690,German_Native,Male,56,56.0,High (Tertiary),C1/C2,0.0,59333.75,0.0,38.69,34133.6,15844.02,251620.97,38292.82,49977.62,263305.77
ID_000691,German_Native,Male,34,34.0,High (Tertiary),C1/C2,0.0,70565.24,0.0,16.8,1266.22,0.0,0.0,0.0,1266.22,1266.22
ID_000692,German_Native,Male,50,50.0,High (Tertiary),C1/C2,0.0,74714.23,0.0,48.22,4454.31,7379.15,0.0,0.0,11833.46,11833.46
ID_000693,German_Native,Female,67,67.0,High (Tertiary),C1/C2,0.0,0.0,0.0,43.5,30267.11,0.0,230379.36,0.0,30267.11,260646.47
ID_000694,German_Native,Female,65,65.0,High (Tertiary),C1/C2,0.0,35688.94,0.0,33.48,16128.31,26105.68,0.0,0.0,42233.99,42233.99
ID_000695,German_Native,Male,38,38.0,Medium (Vocational),C1/C2,0.0,25183.06,0.0,7.72,1158.35,0.0,0.0,0.0,1158.35,1158.35
